DONE: sourced file /scic/app/cpu/gaussian/16c-legacy/g16/bsd/g16.profile
LAMMPS (2 Apr 2025)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  triclinic box = (0 0 0) to (11.911177 10.315382 9.7254353) with tilt (-5.9555885 -5.9555885 3.4384606)
WARNING: Triclinic box skew is large. LAMMPS will run inefficiently. (src/domain.cpp:221)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  112 atoms
  read_data CPU = 0.016 seconds
16 atoms in group Li
32 atoms in group Mn
64 atoms in group O
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6.8
  ghost atom cutoff = 6.8
  binsize = 3.4, bins = 8 5 3
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton/tri
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 9.187 | 9.187 | 9.187 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press            Lx             Ly             Lz      
     25300   293.01407     -211.35352      4.2041296     -207.14939      11106.661      11.847982      10.167166      9.6462591    
     25400   277.26509     -211.13098      3.9781652     -207.15282      10267.824      11.858595      10.165924      9.6551639    
     25500   276.87831     -211.13384      3.9726156     -207.16122      10430.505      11.871555      10.168475      9.666759     
     25600   291.64165     -211.35511      4.1844382     -207.17067      5754.8809      11.885952      10.174642      9.6808277    
     25700   258.75614     -210.88569      3.7126011     -207.17309      6507.0838      11.900797      10.18408       9.6961336    
     25800   321.53518     -211.78628      4.6133469     -207.17293     -3480.8978      11.91498       10.196274      9.7116803    
     25900   290.80001     -211.33079      4.1723626     -207.15843     -2314.45        11.928073      10.209827      9.726748     
     26000   283.88703     -211.20961      4.0731759     -207.13643     -6793.3101      11.938519      10.224042      9.7399734    
     26100   299.37106     -211.40959      4.2953389     -207.11426     -10185.911      11.945351      10.238007      9.75098      
     26200   294.16859     -211.31409      4.2206945     -207.09339     -10583.093      11.94815       10.250866      9.7591178    
     26300   284.81304     -211.16493      4.0864622     -207.07847     -13748.495      11.947251      10.262081      9.764022     
     26400   283.69684     -211.141        4.0704472     -207.07055     -10580.743      11.942044      10.271007      9.7653585    
     26500   300.38422     -211.3807       4.3098755     -207.07082     -13083.084      11.932954      10.277693      9.7630607    
     26600   277.68087     -211.06411      3.9841307     -207.07998     -10747.702      11.91999       10.281699      9.7565467    
     26700   256.29003     -210.77205      3.6772176     -207.09484     -6959.3398      11.903712      10.282711      9.7465448    
     26800   312.57398     -211.59328      4.4847728     -207.10851     -12825.553      11.884749      10.281356      9.734082     
     26900   283.15053     -211.17779      4.0626087     -207.11518     -6.1678162      11.863862      10.277736      9.7194295    
     27000   278.27839     -211.1099       3.9927038     -207.1172       1554.7002      11.842272      10.2731        9.7036237    
     27100   279.96112     -211.12169      4.0168474     -207.10484      1742.4242      11.821404      10.268069      9.6873726    
     27200   304.7937      -211.45535      4.3731423     -207.08221      7988.5761      11.802262      10.263767      9.6719356    
     27300   317.39479     -211.60675      4.5539411     -207.05281      12896.525      11.786001      10.261096      9.6582155    
     27400   307.46667     -211.43582      4.4114936     -207.02433      10329.526      11.772997      10.26106       9.6471458    
     27500   333.8992      -211.78993      4.7907443     -206.99918      14227.477      11.764338      10.262977      9.6394002    
     27600   289.63347     -211.14159      4.1556252     -206.98596      10601.334      11.761262      10.267403      9.6350836    
     27700   319.46012     -211.56765      4.5835742     -206.98408      12498.442      11.763672      10.273714      9.6337637    
     27800   308.35095     -211.41602      4.4241812     -206.99184      11857.498      11.77152       10.281525      9.6356116    
     27900   302.63497     -211.34503      4.3421691     -207.00286      9108.4244      11.784393      10.290531      9.6406031    
     28000   279.66192     -211.02499      4.0125545     -207.01244      8455.5001      11.801137      10.300145      9.64798      
     28100   299.53427     -211.31737      4.2976806     -207.01969     -526.46466      11.820341      10.310208      9.6570558    
     28200   310.63548     -211.47342      4.4569594     -207.01646     -1216.0836      11.84077       10.31967       9.6672654    
     28300   324.91942     -211.66783      4.6619036     -207.00593     -7489.9324      11.862099      10.327371      9.6776712    
     28400   298.82798     -211.27496      4.2875468     -206.98741     -6786.9247      11.882402      10.332852      9.6874331    
     28500   314.48834     -211.47969      4.5122398     -206.96745     -11384.513      11.901143      10.335659      9.6958196    
     28600   284.86841     -211.03308      4.0872566     -206.94582     -10750.215      11.917439      10.335361      9.7023176    
     28700   283.3556      -210.9943       4.065551      -206.92875     -10577.16       11.93043       10.331636      9.7065386    
     28800   263.94513     -210.70991      3.787052      -206.92286     -9630.747       11.939469      10.324025      9.7083558    
     28900   301.02496     -211.24166      4.3190688     -206.92259     -11939.059      11.944599      10.313226      9.7074123    
     29000   292.76883     -211.12841      4.2006109     -206.92779     -9711.2841      11.945598      10.299656      9.7038824    
     29100   275.79062     -210.892        3.9570097     -206.93499     -9850.3869      11.943045      10.283647      9.6976656    
     29200   285.03269     -211.0329       4.0896138     -206.94329     -5855.8143      11.936464      10.266227      9.6893192    
     29300   305.73931     -211.33177      4.3867098     -206.94506     -3456.96        11.926925      10.24834       9.6795683    
     29400   312.13402     -211.41969      4.4784602     -206.94123     -1996.9949      11.915189      10.230718      9.6692584    
     29500   280.39883     -210.94939      4.0231276     -206.92627      4324.3848      11.902407      10.214049      9.6595247    
     29600   325.25203     -211.57104      4.6666758     -206.90436      7147.3312      11.889063      10.199816      9.6513575    
     29700   307.48344     -211.28942      4.4117343     -206.87769      11984.063      11.876259      10.189047      9.6452983    
     29800   295.85991     -211.09981      4.2449613     -206.85484      13399.794      11.865563      10.181898      9.6424034    
     29900   294.78267     -211.06954      4.2295052     -206.84003      13842.223      11.858094      10.178589      9.6432081    
     30000   286.2458      -210.94229      4.1070193     -206.83527      12918.898      11.85389       10.179664      9.6469779    
     30100   308.98341     -211.27195      4.4332557     -206.83869      11517.443      11.852889      10.184908      9.6534026    
     30200   272.37387     -210.75587      3.9079866     -206.84788      10894.786      11.854408      10.193782      9.6621667    
     30300   270.87992     -210.74281      3.8865515     -206.85626      8914.8529      11.858696      10.206085      9.6726046    
     30400   305.85189     -211.2529       4.388325      -206.86458      2108.5629      11.864828      10.220913      9.683992     
     30500   273.00057     -210.78521      3.9169783     -206.86823      3931.1502      11.871528      10.237582      9.6958783    
     30600   333.33903     -211.64482      4.7827071     -206.86212     -3428.8503      11.877732      10.25494       9.7078708    
     30700   285.28658     -210.9471       4.0932565     -206.85384     -1275.2821      11.882947      10.272635      9.7193329    
     30800   329.06024     -211.55381      4.7213156     -206.8325      -8453.8638      11.886911      10.289556      9.7293272    
     30900   304.83585     -211.1873       4.373747      -206.81356     -9226.4967      11.888686      10.304855      9.73713      
     31000   293.5755      -211.00609      4.2121849     -206.7939      -8521.6109      11.887496      10.318028      9.7423005    
     31100   284.86995     -210.8689       4.0872787     -206.78162     -7313.8329      11.883369      10.328668      9.74456      
     31200   304.275       -211.13753      4.3657        -206.77183     -12090.835      11.87682       10.336075      9.7440088    
     31300   316.14523     -211.3074       4.5360126     -206.77139     -11218.131      11.867944      10.340179      9.7403117    
     31400   280.43966     -210.79679      4.0237136     -206.77307     -9333.8378      11.856678      10.341209      9.7335579    
     31500   278.45549     -210.77341      3.9952448     -206.77817     -3792.9801      11.843951      10.338822      9.7241264    
     31600   307.36375     -211.19371      4.410017      -206.7837      -6142.3604      11.830606      10.333727      9.7129994    
     31700   303.91134     -211.14639      4.3604823     -206.78591     -6911.1848      11.81733       10.326192      9.7004222    
     31800   277.22095     -210.76281      3.9775318     -206.78528      666.20332      11.80418       10.316424      9.6870152    
     31900   271.10383     -210.66481      3.8897641     -206.77504      1824.5917      11.792469      10.305597      9.673582     
     32000   319.11149     -211.34316      4.5785722     -206.76459      7252.3268      11.78318       10.294272      9.6602778    
     32100   277.21799     -210.71973      3.9774893     -206.74224      10281.574      11.776862      10.283415      9.6483656    
     32200   299.28126     -211.01865      4.2940504     -206.7246       8934.4948      11.774575      10.274031      9.6385167    
     32300   318.62971     -211.28237      4.5716596     -206.71071      11036.969      11.776195      10.266231      9.6307208    
     32400   314.59622     -211.21593      4.5137876     -206.70215      11597.024      11.781984      10.26054       9.6257455    
     32500   317.58632     -211.25719      4.5566891     -206.7005       12626.943      11.791466      10.257014      9.6238148    
     32600   314.01293     -211.21155      4.5054187     -206.70613      10111.532      11.804772      10.255891      9.6249667    
     32700   308.37604     -211.14036      4.4245412     -206.71582      11189.598      11.821385      10.257024      9.6287623    
     32800   329.97754     -211.46023      4.7344768     -206.72575      9156.4298      11.840542      10.260725      9.635046     
     32900   314.10993     -211.24315      4.5068104     -206.73634      2499.3263      11.86145       10.267108      9.6439113    
     33000   304.89962     -211.11243      4.374662      -206.73776      2085.0268      11.883422      10.274667      9.6542744    
     33100   341.25614     -211.62929      4.8963009     -206.73299     -4917.1816      11.905494      10.282724      9.6655956    
     33200   297.14095     -210.97703      4.2633415     -206.71368     -7824.6092      11.926051      10.290463      9.6766405    
     33300   290.28883     -210.85265      4.1650281     -206.68762     -4980.5916      11.943371      10.29699       9.6869274    
     33400   292.33917     -210.85852      4.1944461     -206.66407     -11493.734      11.957216      10.301947      9.6956351    
     33500   262.7196      -210.413        3.7694682     -206.64354     -11454.375      11.966619      10.304295      9.7022651    
     33600   325.99954     -211.30989      4.6774011     -206.63249     -11283.056      11.971565      10.30354       9.7062378    
     33700   315.28358     -211.15122      4.5236497     -206.62757     -14238.333      11.971817      10.300062      9.7080924    
     33800   306.80112     -211.03515      4.4019445     -206.6332      -12133.37       11.966888      10.294133      9.7072927    
     33900   293.34889     -210.85251      4.2089336     -206.64358     -8533.2692      11.956689      10.286289      9.7039574    
     34000   312.45566     -211.13964      4.4830751     -206.65656     -8016.6686      11.942134      10.277167      9.6987729    
     34100   303.39068     -211.0208       4.3530118     -206.66779     -1946.1567      11.924165      10.267116      9.6921172    
     34200   329.03244     -211.38771      4.7209167     -206.66679     -752.15963      11.904455      10.257122      9.6847168    
     34300   302.29786     -210.99602      4.3373323     -206.65868      3421.1565      11.884263      10.24789       9.677468     
     34400   296.87612     -210.90165      4.2595418     -206.64211      6009.1718      11.864857      10.240161      9.6709825    
     34500   320.6369      -211.22159      4.6004585     -206.62113      9933.2792      11.847423      10.234623      9.6660805    
     34600   329.56019     -211.3299       4.7284887     -206.60141      10508.459      11.833231      10.231744      9.6632607    
     34700   300.00301     -210.89274      4.3044059     -206.58834      11109.584      11.822481      10.231851      9.6631066    
     34800   313.83095     -211.08458      4.5028076     -206.58177      10849.642      11.815092      10.235146      9.6654013    
     34900   315.52372     -211.11284      4.5270952     -206.58575      8169.1649      11.810235      10.241759      9.6704646    
     35000   284.3273      -210.66948      4.0794928     -206.58998      9955.9069      11.807978      10.25119       9.6779399    
     35100   326.22219     -211.27597      4.6805955     -206.59537      7278.9818      11.809256      10.262489      9.6874326    
     35200   309.59006     -211.04227      4.4419598     -206.60031      3598.1829      11.813554      10.275041      9.6984867    
     35300   298.39849     -210.88305      4.2813846     -206.60166      2592.0172      11.820181      10.288206      9.710375     
     35400   291.19312     -210.77115      4.1780028     -206.59315      916.13637      11.828604      10.301112      9.722261     
     35500   315.56298     -211.1099       4.5276586     -206.58224     -5655.9765      11.838018      10.312605      9.7336653    
     35600   292.27078     -210.76081      4.1934649     -206.56735     -6262.3542      11.847534      10.322703      9.7440597    
     35700   321.20934     -211.15658      4.6086718     -206.54791     -12252.476      11.856047      10.330267      9.7524128    
     35800   308.91206     -210.96495      4.432232      -206.53271     -8849.2247      11.863072      10.334278      9.7579143    
     35900   287.46644     -210.64616      4.1245329     -206.52163     -9364.2455      11.868535      10.335272      9.7604481    
     36000   317.81784     -211.07865      4.5600109     -206.51864     -9624.4721      11.871852      10.333072      9.7598658    
     36100   280.61856     -210.54786      4.0262803     -206.52158     -7887.7251      11.872631      10.328108      9.7562695    
     36200   302.33812     -210.86558      4.3379099     -206.52767     -9137.8837      11.871827      10.320103      9.7499629    
     36300   308.66528     -210.96571      4.4286911     -206.53702     -6768.8125      11.869402      10.309663      9.741399     
     36400   304.03496     -210.90962      4.3622559     -206.54736     -7712.281       11.865977      10.296905      9.730816     
     36500   302.50907     -210.89189      4.3403627     -206.55153     -663.2761       11.8618        10.2825        9.7185872    
     36600   299.15323     -210.84121      4.2922134     -206.54899      4245.6994      11.856634      10.267847      9.7056293    
     36700   325.91021     -211.21794      4.6761193     -206.54182     -206.17241      11.851981      10.25353       9.692608     
     36800   299.81218     -210.83152      4.301668      -206.52985      7450.7323      11.847927      10.240033      9.6798375    
     36900   317.30696     -211.06523      4.552681      -206.51255      5125.9406      11.845137      10.228604      9.6681726    
     37000   346.14904     -211.46105      4.9665035     -206.49454      7313.3421      11.843233      10.219667      9.6579788    
     37100   296.37231     -210.73066      4.2523132     -206.47835      8865.5701      11.843303      10.213692      9.649945     
     37200   317.50368     -211.02398      4.5555035     -206.46848      13293.996      11.846129      10.210957      9.6445055    
     37300   280.18846     -210.48391      4.0201093     -206.4638       12018.849      11.851333      10.211538      9.6420519    
     37400   329.61865     -211.1963       4.7293275     -206.46697      9769.8176      11.859087      10.215037      9.6419099    
     37500   314.07624     -210.98112      4.506327      -206.47479      9820.9845      11.868921      10.221311      9.644655     
     37600   333.43707     -211.26902      4.7841138     -206.4849       5080.3175      11.880346      10.230309      9.6501529    
     37700   299.60349     -210.79304      4.2986737     -206.49437      3821.3162      11.893024      10.241632      9.6580599    
     37800   314.28414     -211.00417      4.5093098     -206.49486     -1269.7839      11.905897      10.254407      9.6673775    
     37900   323.97654     -211.13713      4.6483753     -206.48876     -1992.259       11.917902      10.267652      9.677142     
     38000   312.58005     -210.96261      4.4848599     -206.47775     -5987.285       11.927731      10.280992      9.6868909    
     38100   339.6375      -211.33608      4.8730768     -206.463       -6920.3244      11.934988      10.293443      9.6959113    
     38200   300.4086      -210.75592      4.3102254     -206.4457      -8424.6222      11.938845      10.304295      9.7033163    
     38300   304.63569     -210.80357      4.3708751     -206.4327      -11637.708      11.938507      10.312921      9.7089762    
     38400   303.50004     -210.78045      4.354581      -206.42587     -12768.984      11.934271      10.318406      9.7127554    
     38500   288.82155     -210.56889      4.1439758     -206.42491     -13852.564      11.926544      10.320349      9.7138211    
     38600   285.42376     -210.52481      4.0952247     -206.42959     -7495.0111      11.91525       10.31882       9.7125484    
     38700   281.39324     -210.47708      4.0373954     -206.43968     -7738.1721      11.901052      10.314711      9.7090007    
     38800   304.31885     -210.81615      4.3663292     -206.44982     -4931.6717      11.884342      10.308497      9.703465     
     38900   287.03493     -210.57693      4.1183416     -206.45859     -3312.8224      11.865623      10.301057      9.6969456    
     39000   310.91061     -210.92241      4.4609068     -206.4615      -4111.4274      11.845591      10.292971      9.6895535    
     39100   336.75715     -211.2901       4.8317499     -206.45835      1145.2114      11.825167      10.284393      9.6816025    
     39200   301.09893     -210.76216      4.3201301     -206.44203      7267.7651      11.805664      10.2762        9.6742487    
     39300   334.68043     -211.22926      4.8019534     -206.42731      7898.5481      11.788372      10.268853      9.6681053    
     39400   318.05965     -210.97078      4.5634805     -206.4073       11024.431      11.774021      10.262885      9.6638567    
     39500   323.65484     -211.03776      4.6437596     -206.394        9497.9281      11.763219      10.25891       9.6622312    
     39600   334.27465     -211.17825      4.7961313     -206.38212      10588.129      11.756306      10.256736      9.663191     
     39700   328.13092     -211.08515      4.7079817     -206.37716      10270.089      11.754606      10.256492      9.666532     
     39800   333.65527     -211.17242      4.7872445     -206.38518      11981.945      11.758138      10.257839      9.672435     
     39900   297.96558     -210.67322      4.2751732     -206.39805      9310.7405      11.767235      10.261488      9.6803607    
     40000   320.79537     -211.0133       4.6027322     -206.41057      7533.7432      11.780976      10.266706      9.6898223    
     40100   322.05891     -211.04487      4.6208613     -206.42401      3034.4149      11.798557      10.272885      9.6998606    
     40200   332.3741      -211.19254      4.7688624     -206.42368      736.8927       11.818044      10.279392      9.7100763    
     40300   319.93644     -211.01451      4.5904084     -206.4241      -1296.481       11.838898      10.285726      9.7195001    
     40400   311.51255     -210.88547      4.4695435     -206.41592     -4666.0908      11.86034       10.291209      9.7280419    
     40500   342.62885     -211.3179       4.9159963     -206.4019      -8971.9616      11.881085      10.2954        9.7346883    
     40600   285.53124     -210.48352      4.0967668     -206.38676     -5658.3269      11.900028      10.2981        9.7394424    
     40700   318.79226     -210.94889      4.5739919     -206.37489     -13388.325      11.916865      10.298699      9.7420495    
     40800   317.30257     -210.91389      4.552618      -206.36127     -10158.55       11.930302      10.297013      9.7419577    
     40900   318.78197     -210.9303       4.5738442     -206.35646     -12361.263      11.93995       10.293985      9.7387115    
     41000   292.07635     -210.54691      4.1906753     -206.35624     -9630.3978      11.945895      10.288865      9.7324397    
     41100   309.66685     -210.80692      4.4430617     -206.36386     -12216.544      11.948012      10.28199       9.7235795    
     41200   346.8632      -211.35065      4.9767502     -206.3739      -6148.6422      11.946098      10.273738      9.71217      
     41300   304.80774     -210.75301      4.3733436     -206.37967     -5012.0321      11.940748      10.264381      9.6990374    
     41400   307.39149     -210.79603      4.410415      -206.38562     -2779.8245      11.933285      10.254157      9.6849246    
     41500   338.88826     -211.24841      4.8623268     -206.38609     -2097.2474      11.923751      10.243648      9.6704487    
     41600   295.49087     -210.6167       4.2396664     -206.37704      5142.675       11.912977      10.234201      9.6563739    
     41700   319.55256     -210.94786      4.5849006     -206.36296      6969.1795      11.902315      10.22664       9.6435093    
     41800   315.31371     -210.87036      4.524082      -206.34627      8406.3264      11.892455      10.221314      9.6326186    
     41900   334.06044     -211.12368      4.7930578     -206.33062      8957.1108      11.883983      10.218668      9.6243206    
     42000   316.66151     -210.86412      4.5434201     -206.3207       13591.311      11.877451      10.219062      9.6189073    
     42100   326.95238     -211.00989      4.6910723     -206.31882      9511.6864      11.873119      10.222894      9.6167729    
     42200   343.44047     -211.24935      4.9276413     -206.32171      8160.3603      11.87121       10.229514      9.6180575    
     42300   306.67478     -210.73325      4.4001317     -206.33312      10807.562      11.871306      10.239178      9.6225708    
     42400   343.32078     -211.27457      4.9259241     -206.34864      7729.4358      11.871814      10.251827      9.6303651    
     42500   323.13881     -210.99929      4.6363556     -206.36293      4452.8851      11.873354      10.266988      9.6406069    
     42600   330.33652     -211.1091       4.7396275     -206.36947      3710.0435      11.875877      10.28391       9.6524419    
     42700   314.37673     -210.88308      4.5106384     -206.37244     -1920.5938      11.879053      10.301046      9.6656662    
     42800   318.64605     -210.93806      4.5718941     -206.36617     -1617.9985      11.88188       10.317874      9.6793256    
     42900   298.79195     -210.63367      4.2870299     -206.34664     -5221.8048      11.883738      10.333131      9.6922466    
     43000   299.7991      -210.63369      4.3014803     -206.33221     -7207.2316      11.884095      10.345555      9.7039528    
     43100   316.70581     -210.85817      4.5440558     -206.31411     -13070.653      11.882775      10.355262      9.7138213    
     43200   337.30139     -211.14058      4.8395585     -206.30102     -11184.706      11.878797      10.36133       9.7211384    
     43300   278.29313     -210.28932      3.9929153     -206.29641     -11509.901      11.872738      10.363464      9.7258924    
     43400   308.39469     -210.72497      4.4248089     -206.30017     -9655.733       11.864095      10.361238      9.7278539    
     43500   300.6662      -210.62145      4.3139215     -206.30753     -9952.308       11.853767      10.354893      9.7276069    
     43600   285.10124     -210.41211      4.0905973     -206.32152     -7428.3109      11.841938      10.345448      9.7250256    
     43700   330.05217     -211.07285      4.7355477     -206.3373      -6243.988       11.82858       10.332647      9.7201971    
     43800   308.42171     -210.77325      4.4251965     -206.34805     -1758.474       11.815102      10.317285      9.7139829    
     43900   313.34331     -210.85139      4.495811      -206.35558      376.01341      11.801619      10.299777      9.7068815    
     44000   311.202       -210.81096      4.4650877     -206.34587      8998.4932      11.789857      10.281415      9.6998531    
     44100   350.5984      -211.3649       5.0303423     -206.33456      4885.7551      11.780993      10.264084      9.6932892    
     44200   318.46448     -210.88695      4.5692889     -206.31766      9417.0379      11.775581      10.24841       9.6875601    
     44300   341.22613     -211.20058      4.8958702     -206.30471      8322.6994      11.774653      10.234795      9.6832625    
     44400   341.20914     -211.19279      4.8956264     -206.29717      10909.431      11.778325      10.223777      9.6802187    
     44500   305.83891     -210.68141      4.3881388     -206.29327      12599.662      11.785904      10.216203      9.6788888    
     44600   347.09342     -211.27749      4.9800534     -206.29744      7520.957       11.796994      10.212306      9.6795723    
     44700   299.69444     -210.60315      4.2999788     -206.30317      10197.142      11.811348      10.211502      9.6813337    
     44800   326.87376     -211.00752      4.6899443     -206.31758      7664.7014      11.828828      10.213545      9.6844203    
     44900   320.03887     -210.91656      4.5918781     -206.32469      4315.3075      11.848559      10.217898      9.6887268    
     45000   292.81192     -210.53293      4.2012292     -206.3317       4716.0706      11.869389      10.224655      9.6937201    
     45100   306.48061     -210.73273      4.3973459     -206.33538     -1500.1764      11.891032      10.232799      9.6993763    
     45200   333.23028     -211.11062      4.7811468     -206.32948     -1768.4262      11.912448      10.241703      9.7044209    
     45300   321.13554     -210.92712      4.6076129     -206.31951     -3645.3591      11.932528      10.250539      9.7091481    
     45400   302.93542     -210.65389      4.3464798     -206.30741     -6296.3529      11.950785      10.25952       9.7128039    
     45500   284.5754      -210.37668      4.0830526     -206.29363     -3607.5776      11.966127      10.267491      9.7152205    
     45600   356.6241      -211.39726      5.1167984     -206.28046     -14830.915      11.977435      10.274916      9.7158909    
     45700   318.47359     -210.84164      4.5694196     -206.27222     -6793.5897      11.983947      10.281101      9.7140718    
     45800   318.0537      -210.83458      4.563395      -206.27118     -11791.233      11.986142      10.285872      9.7100253    
     45900   299.97224     -210.57712      4.3039645     -206.27316     -6905.1826      11.983318      10.289375      9.704231     
     46000   298.07027     -210.56151      4.2766753     -206.28483     -10365.392      11.975763      10.291624      9.6966363    
     46100   288.61547     -210.4407       4.141019      -206.29968     -6211.2064      11.963613      10.292332      9.6874315    
     46200   312.84359     -210.80419      4.488641      -206.31555     -6706.7521      11.947587      10.291472      9.6768461    
     46300   305.0893      -210.70642      4.3773834     -206.32904     -2575.3008      11.928208      10.289113      9.6656827    
     46400   304.27405     -210.70379      4.3656863     -206.3381      -157.59981      11.906673      10.285983      9.6545645    
     46500   327.51414     -211.03625      4.6991323     -206.33712      1340.2898      11.884199      10.282508      9.6440111    
     46600   296.34681     -210.58346      4.2519473     -206.33152      6611.8388      11.861392      10.279375      9.6349082    
     46700   323.16809     -210.9555       4.6367758     -206.31872      7391.0973      11.839682      10.276758      9.6279307    
     46800   320.55073     -210.9021       4.5992221     -206.30287      10693.646      11.820613      10.275059      9.6237188    
     46900   303.63194     -210.64572      4.3564735     -206.28924      12377.39       11.805036      10.275297      9.6223367    
     47000   320.8976      -210.88877      4.604199      -206.28457      14315.301      11.793272      10.278057      9.6243953    
     47100   313.64728     -210.78772      4.5001723     -206.28754      13722.78       11.786305      10.283375      9.6297433    
     47200   309.93634     -210.74353      4.4469281     -206.2966       10595.423      11.78387       10.291393      9.6381834    
     47300   310.3752      -210.76911      4.453225      -206.31589      9429.284       11.786159      10.301129      9.6496101    
     47400   297.85071     -210.60109      4.2735251     -206.32756      7692.862       11.792081      10.311819      9.6637807    
     47500   301.52792     -210.66447      4.3262853     -206.33819      1232.9763      11.80013       10.322767      9.6796191    
     47600   333.82752     -211.13079      4.7897159     -206.34108     -1028.0223      11.809773      10.333063      9.6961015    
     47700   318.75026     -210.90902      4.5733893     -206.33563     -5413.9747      11.820615      10.34169       9.7124396    
     47800   294.10477     -210.54409      4.2197788     -206.32431     -3122.7743      11.832109      10.347383      9.7276317    
     47900   320.69956     -210.91558      4.6013575     -206.31422     -10037.935      11.843934      10.350209      9.7409004    
     48000   304.30843     -210.67048      4.3661797     -206.3043      -12752.074      11.854579      10.350086      9.7517902    
     48100   295.86033     -210.54477      4.2449673     -206.2998      -8380.0775      11.863753      10.346507      9.7597152    
     48200   313.58078     -210.79769      4.4992181     -206.29847     -12911.109      11.87128       10.339572      9.7647741    
     48300   322.73896     -210.93815      4.6306186     -206.30753     -8108.5197      11.876799      10.328923      9.7670156    
     48400   318.02445     -210.88216      4.5629754     -206.31918     -8183.6991      11.880245      10.315373      9.7664938    
     48500   340.63313     -211.22136      4.887362      -206.334       -9245.5872      11.881815      10.299319      9.7633356    
     48600   314.61047     -210.85886      4.513992      -206.34487     -1200.8185      11.881707      10.281351      9.7578593    
     48700   310.27087     -210.807        4.451728      -206.35527     -7159.7081      11.88022       10.262309      9.7505854    
     48800   304.20903     -210.73028      4.3647535     -206.36553      1065.7739      11.877584      10.242168      9.7414553    
     48900   365.88478     -211.6137       5.2496695     -206.36403     -1913.6539      11.874622      10.222479      9.7311613    
     49000   326.38109     -211.03658      4.6828754     -206.3537       3631.7766      11.871639      10.204321      9.7203396    
     49100   322.59514     -210.96908      4.6285551     -206.34053      7229.4214      11.869587      10.18862       9.7097931    
     49200   308.81585     -210.75487      4.4308515     -206.32402      6029.3276      11.868721      10.176464      9.6999628    
     49300   325.23814     -210.98079      4.6664766     -206.31431      9324.6757      11.868741      10.168136      9.6911412    
     49400   342.75841     -211.22832      4.9178552     -206.31046      8288.5201      11.869988      10.163746      9.6839216    
     49500   327.26656     -211.00461      4.6955801     -206.30903      9157.4085      11.872435      10.163417      9.6788983    
     49600   336.4536      -211.14365      4.8273946     -206.31626      6333.7372      11.876429      10.167201      9.6757619    
     49700   319.92652     -210.91915      4.5902661     -206.32889      8084.1321      11.881711      10.175158      9.6745558    
     49800   287.14861     -210.46551      4.1199727     -206.34554      9643.9789      11.888542      10.186958      9.6748269    
     49900   335.98698     -211.18362      4.8206996     -206.36292      2483.0982      11.896279      10.202096      9.6767265    
     50000   361.03254     -211.55991      5.1800501     -206.37986      854.48606      11.904432      10.2199        9.6795093    
Loop time of 322.549 on 1 procs for 50000 steps with 112 atoms

Performance: 13.393 ns/day, 1.792 hours/ns, 155.015 timesteps/s, 17.362 katom-step/s
100.0% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 320.39     | 320.39     | 320.39     |   0.0 | 99.33
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 0.86375    | 0.86375    | 0.86375    |   0.0 |  0.27
Output  | 0.010399   | 0.010399   | 0.010399   |   0.0 |  0.00
Modify  | 0.99455    | 0.99455    | 0.99455    |   0.0 |  0.31
Other   |            | 0.2891     |            |       |  0.09

Nlocal:            112 ave         112 max         112 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           1577 ave        1577 max        1577 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:           6816 ave        6816 max        6816 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:        13632 ave       13632 max       13632 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 13632
Ave neighs/atom = 121.71429
Neighbor list builds = 0
Dangerous builds = 0
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6.8
  ghost atom cutoff = 6.8
  binsize = 3.4, bins = 7 5 3
  3 neighbor lists, perpetual/occasional/extra = 2 1 0
  (1) pair meam, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton/tri
      stencil: none
      bin: none
  (3) compute rdf, occasional, copy from (2)
      attributes: half, newton on
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
